yearmonth,rate
12-31-55,30.0
12-32-05,135.928571429
12-32-15,27.0
12-32-25,29.5
12-32-35,147.5
12-32-45,29.1666666667
12-32-55,27.6666666667
12-33-05,1246.07692308
12-33-15,27.5
12-33-25,28.0
12-33-35,27.4
12-33-45,201.363636364
12-33-55,28.5
12-34-05,30.0
12-34-15,56.5
12-34-25,27.5
12-34-35,170.5
12-34-45,252.166666667
12-34-55,317.14
12-35-05,28.0
12-35-15,568.75
12-35-25,248.266666667
12-35-35,29.0
12-35-45,28.0
12-35-55,26.1666666667
12-36-05,29.3333333333
12-36-15,27.3333333333
12-36-25,28.0
12-36-35,76.2
12-36-45,74.1
12-36-55,355.833333333
12-37-05,73.4
12-37-15,526.642857143
12-37-25,76.6
12-37-35,75.2
12-37-45,77.6
12-37-55,75.0
12-38-05,75.5
12-38-15,71.1
12-38-25,52.25
12-38-35,75.8
12-38-45,234.714285714
12-38-55,62.6785714286
12-39-05,88.75
12-39-15,114.0
12-39-25,99.7142857143
12-39-35,103.0
12-39-45,90.0
12-39-55,101.357142857
12-40-05,72.2272727273
12-40-15,94.3571428571
12-40-25,93.7857142857
12-40-35,96.5714285714
12-40-45,79.75
12-40-55,101.428571429
12-41-05,98.2857142857
12-41-15,87.5
12-41-25,88.5
12-41-35,82.6666666667
12-41-45,98.9285714286
12-41-55,90.875
12-42-05,86.5625
12-42-15,88.125
12-42-25,87.1875
12-42-35,92.1875
12-42-45,84.5625
12-42-55,90.4375
12-43-05,87.3125
12-43-15,91.0625
12-43-25,94.1875
12-43-35,91.6875
12-43-45,91.0625
12-43-55,89.25
12-44-05,91.5
12-44-15,89.1875
12-44-25,86.75
12-44-35,85.875
12-44-45,89.1875
12-44-55,89.3125
12-45-05,91.3125
12-45-15,89.3125
12-45-25,94.375
12-45-35,83.5625
12-45-45,90.5
12-45-55,87.75
12-46-05,85.0
12-46-15,89.5625
12-46-25,92.5625
12-46-35,89.9375
12-46-45,96.625
12-46-55,90.625
12-47-05,89.375
12-47-15,94.125
12-47-25,91.6875
12-47-35,90.125
12-47-45,86.4375
12-47-55,91.8125
12-48-05,86.5
12-48-15,88.6875
12-48-25,94.125
12-48-35,86.75
12-48-45,89.1875
12-48-55,84.75
12-49-05,90.4375
12-49-15,86.1875
12-49-25,88.875
12-49-35,92.4375
12-49-45,93.0625
12-49-55,91.0
12-50-05,93.1875
12-50-15,87.875
12-50-25,86.4375
12-50-35,92.125
12-50-45,91.625
12-50-55,86.5625
12-51-05,89.125
12-51-15,92.3125
12-51-25,90.25
12-51-35,86.75
12-51-45,92.0625
12-51-55,89.125
12-52-05,86.1875
12-52-15,93.4375
12-52-25,89.1875
12-52-35,90.875
12-52-45,86.0625
12-52-55,89.125
12-53-05,93.375
12-53-15,90.6875
12-53-25,92.0
12-53-35,95.1875
12-53-45,91.9375
12-53-55,88.1875
12-54-05,86.375
12-54-15,90.25
12-54-25,90.875
12-54-35,88.25
12-54-45,92.625
12-54-55,90.5
12-55-05,86.9375
12-55-15,91.5625
12-55-25,94.75
12-55-35,87.3125
12-55-45,93.375
12-55-55,90.5625
12-56-05,90.8125
12-56-15,87.875
12-56-25,94.1875
12-56-35,87.75
12-56-45,90.125
12-56-55,90.375
12-57-05,94.8125
12-57-15,86.3125
12-57-25,89.4375
12-57-35,90.75
12-57-45,94.1875
12-57-55,88.625
12-58-05,89.4375
12-58-15,91.25
12-58-25,88.8125
12-58-35,91.8125
12-58-45,93.25
12-58-55,94.6875
12-59-05,88.875
12-59-15,92.8125
12-59-25,89.875
12-59-35,92.0
12-59-45,91.25
12-59-55,91.4375
13-00-05,91.1875
13-00-15,91.1875
13-00-25,90.1875
13-00-35,88.75
13-00-45,90.125
13-00-55,87.6875
13-01-05,89.9375
13-01-15,90.75
13-01-25,91.75
13-01-35,88.125
13-01-45,89.9375
13-01-55,86.5
13-02-05,94.6875
13-02-15,95.3125
13-02-25,93.4375
13-02-35,93.5625
13-02-45,90.25
13-02-55,90.125
13-03-05,91.5625
13-03-15,89.5625
13-03-25,87.5
13-03-35,88.4375
13-03-45,87.75
13-03-55,88.9375
13-04-05,90.0
13-04-15,91.6875
13-04-25,92.75
13-04-35,87.5
13-04-45,87.9375
13-04-55,92.1875
13-05-05,92.125
13-05-15,92.125
13-05-25,89.0
13-05-35,88.125
13-05-45,89.0625
13-05-55,95.125
13-06-05,96.0625
13-06-15,94.375
13-06-25,89.625
13-06-35,89.5625
13-06-45,87.0625
13-06-55,89.75
13-07-05,90.9375
13-07-15,88.0
13-07-25,86.5
13-07-35,86.625
13-07-45,91.3125
13-07-55,92.375
13-08-05,92.0625
13-08-15,86.8125
13-08-25,92.25
13-08-35,91.625
13-08-45,91.1875
13-08-55,92.375
13-09-05,88.625
13-09-15,87.625
13-09-25,88.0
13-09-35,92.375
13-09-45,94.125
13-09-55,90.8125
13-10-05,91.75
13-10-15,84.8125
13-10-25,87.0625
13-10-35,85.1875
13-10-45,92.875
13-10-55,87.625
13-11-05,92.9375
13-11-15,88.6875
13-11-25,92.4375
13-11-35,89.5625
13-11-45,92.375
13-11-55,91.6875
13-12-05,91.8125
13-12-15,93.4375
13-12-25,89.375
13-12-35,93.375
13-12-45,93.125
13-12-55,93.125
13-13-05,90.3125
13-13-15,90.6875
13-13-25,92.25
13-13-35,88.5625
13-13-45,89.1875
13-13-55,88.1875
13-14-05,91.6875
13-14-15,86.875
13-14-25,88.25
13-14-35,87.3125
13-14-45,94.3125
13-14-55,91.3125
13-15-05,92.5
13-15-15,88.4375
13-15-25,91.5625
13-15-35,94.875
13-15-45,93.125
13-15-55,90.9375
13-16-05,89.5
13-16-15,90.25
13-16-25,46.2413793103
13-16-35,97.6428571429
13-16-45,104.071428571
13-16-55,97.5714285714
13-17-05,98.5714285714
13-17-15,101.142857143
13-17-25,96.2142857143
13-17-35,95.2142857143
13-17-45,100.5
13-17-55,156.071428571
13-18-05,126.857142857
13-18-15,105.928571429
13-18-25,275.577272727
13-18-35,148.583333333
13-18-45,72.25
13-18-55,60.5
13-19-05,78.1
13-19-15,168.416666667
13-19-25,55.0
13-19-35,191.75
13-19-45,219.375
13-19-55,73.5714285714
13-20-05,42.1730769231
13-20-15,42.0555555556
13-20-25,27.6824324324
13-20-35,29.125
13-20-45,27.925
13-20-55,130.5
13-21-05,130.5
13-21-15,120.666666667
13-21-25,134.333333333
13-21-35,132.166666667
13-21-45,143.166666667
13-21-55,128.833333333
13-22-05,130.833333333
13-22-15,150.666666667
13-22-25,133.0
13-22-35,140.166666667
13-22-45,119.5
13-22-55,133.5
13-23-05,132.166666667
13-23-15,127.333333333
13-23-25,132.166666667
13-23-35,49.3928571429
13-23-45,135.166666667
13-23-55,106.0
13-24-05,93.0
13-24-15,26.5
13-24-25,62.6923076923
13-24-35,129.833333333
13-24-45,135.333333333
13-24-55,129.5
13-25-05,129.0
13-25-15,131.333333333
13-25-25,74.9166666667
13-25-35,183.0
13-25-45,27.5
13-25-55,36.4358974359
13-26-05,114.5
13-26-15,99.9583333333
13-26-25,25.5
13-26-35,28.5
13-26-45,27.5
13-26-55,27.5
13-27-05,27.0
13-27-15,28.0
13-27-25,27.5
13-27-35,27.5
13-27-45,26.5
13-27-55,29.5
13-28-05,28.5
13-28-15,27.0
13-28-25,26.5
13-28-35,27.5
13-28-45,26.5
13-28-55,28.0
13-29-05,173.982758621
13-29-15,28.5
13-29-25,23.5
13-29-35,28.0
13-29-45,28.5
13-29-55,28.0
13-30-05,28.5
13-30-15,28.5
13-30-25,27.5
13-30-35,27.5
13-30-45,24.5
13-30-55,26.0
13-31-05,25.0
13-31-15,24.5
13-31-25,130.166666667
13-31-35,136.5
13-31-45,130.333333333
13-31-55,101.125
13-32-05,64.2
13-32-15,28.0
13-32-25,27.9
13-32-35,31.6418918919
13-32-45,105.75
13-32-55,70.5
13-33-05,100.5
13-33-15,98.625
13-33-25,88.8333333333
13-33-35,62.3888888889
13-33-45,89.75
13-33-55,88.375
13-34-05,87.25
13-34-15,84.6
13-34-25,132.833333333
13-34-35,168.8
13-34-45,59.0
13-34-55,99.3571428571
13-35-05,27.0
13-35-15,147.8
13-35-25,27.4285714286
13-35-35,96.125
13-35-45,287.585227273
13-35-55,316.0
13-36-05,27.25
13-36-15,169.125
13-36-25,27.25
13-36-35,122.257575758
13-36-45,26.75
13-36-55,27.0
13-37-05,28.0
13-37-15,27.0
13-37-25,26.9583333333
13-37-35,27.5
13-37-45,27.8333333333
13-37-55,26.5
13-38-05,28.5
13-38-15,26.5
13-38-25,28.1666666667
13-38-35,27.5
13-38-45,26.625
13-38-55,27.5
13-39-05,25.5
13-39-15,27.0
13-39-25,27.1666666667
13-39-35,27.5
13-39-45,27.2826086957
13-39-55,26.0
13-40-05,26.65625
13-40-15,26.5
13-40-25,27.5
13-40-35,26.5
13-40-45,26.5
13-40-55,27.5
13-41-05,25.5
13-41-15,27.0
13-41-25,28.0
13-41-35,28.5
13-41-45,25.5
13-41-55,26.5
13-42-05,25.5
13-42-15,26.5
13-42-25,26.5
13-42-35,27.1
13-42-45,27.5
13-42-55,26.5
13-43-05,28.5
13-43-15,591.166666667
13-43-25,27.25
13-43-35,244.25
13-43-45,28.5
13-43-55,60.55
13-44-05,119.3125
13-44-15,25.25
13-44-25,87.0
13-44-35,90.875
13-44-45,105.5
13-44-55,29.2336956522
13-45-05,59.8333333333
13-45-15,130.666666667
13-45-25,145.166666667
13-45-35,141.833333333
13-45-45,122.333333333
13-45-55,196.166666667
13-46-05,34.8421052632
13-46-15,167.333333333
13-46-25,112.25
13-46-35,27.0833333333
13-46-45,25.5
13-46-55,116.8
13-47-05,26.5
13-47-15,172.8
13-47-25,26.75
13-47-35,27.75
13-47-45,27.25
13-47-55,26.75
13-48-05,27.0
13-48-15,28.0
13-48-25,27.0
13-48-35,26.75
13-48-45,93.3125
13-48-55,143.8
13-49-05,99.375
13-49-15,86.5
13-49-25,62.25
13-49-35,89.2142857143
13-49-45,125.166666667
13-49-55,103.5
13-50-05,90.625
13-50-15,81.8
13-50-25,107.769230769
13-50-35,26.25
13-50-45,90.9166666667
13-50-55,25.0
13-51-05,82.875
13-51-15,206.75
13-51-25,82.8
13-51-35,122.833333333
13-51-45,76.8
13-51-55,35.75
13-52-05,85.4277777778
13-52-15,26.0
13-52-25,27.25
13-52-35,27.25
13-52-45,27.25
13-52-55,27.75
13-53-05,27.0
13-53-15,30.25
13-53-25,27.25
13-53-35,25.25
13-53-45,27.0
13-53-55,26.5
13-54-05,26.0
13-54-15,27.75
13-54-25,27.0
13-54-35,27.5
13-54-45,25.5
13-54-55,28.0
13-55-05,27.0
13-55-15,232.222222222
13-55-25,29.25
13-55-35,29.5
13-55-45,26.25
13-55-55,28.25
13-56-05,28.5
13-56-15,27.25
13-56-25,155.892405063
13-56-35,26.5
13-56-45,26.75
13-56-55,26.75
13-57-05,26.75
13-57-15,27.0
13-57-25,28.25
13-57-35,26.75
13-57-45,27.5
13-57-55,27.75
13-58-05,28.0
13-58-15,26.75
13-58-25,30.25
13-58-35,27.5
13-58-45,26.75
13-58-55,26.5
13-59-05,28.75
13-59-15,27.375
13-59-25,26.5
13-59-35,28.25
13-59-45,27.2
13-59-55,25.5
14-00-05,27.0
14-00-15,25.75
14-00-25,26.25
14-00-35,28.75
14-00-45,28.25
14-00-55,27.5
14-01-05,27.25
14-01-15,27.5
14-01-25,26.75
14-01-35,27.25
14-01-45,26.75
14-01-55,26.75
14-02-05,26.0
14-02-15,25.75
14-02-25,27.0
14-02-35,25.5
14-02-45,28.0657894737
14-02-55,208.66
14-03-05,27.35
14-03-15,25.5
14-03-25,24.5
14-03-35,24.5
14-03-45,27.0
14-03-55,27.5
14-04-05,25.5
14-04-15,137.25
14-04-25,26.0
14-04-35,26.5
14-04-45,29.9782608696
14-04-55,26.25
14-05-05,26.5
14-05-15,27.0
14-05-25,27.75
14-05-35,26.25
14-05-45,26.0
14-05-55,28.5
14-06-05,26.25
14-06-15,263.892857143
14-06-25,26.0
14-06-35,24.75
14-06-45,27.1964285714
14-06-55,27.5
14-07-05,26.0
14-07-15,27.5
14-07-25,26.75
14-07-35,26.75
14-07-45,28.0
14-07-55,28.6666666667
14-08-05,26.5
14-08-15,74.0
14-08-25,118.458333333
14-08-35,27.25
14-08-45,79.0333333333
14-08-55,26.5
14-09-05,87.875
14-09-15,111.0
14-09-25,27.0
14-09-35,535.375
14-09-45,137.0625
14-09-55,28.0
14-10-05,124.833333333
14-10-15,88.4
14-10-25,179.166666667
14-10-35,33.7965116279
14-10-45,318.5
14-10-55,132.125
14-11-05,79.7
14-11-15,184.2
14-11-25,148.966666667
14-11-35,25.625
14-11-45,27.0666666667
14-11-55,629.5
14-12-05,29.5294117647
14-12-15,202.611111111
14-12-25,27.5
14-12-35,27.1666666667
14-12-45,26.5
14-12-55,28.25
14-13-05,27.0
14-13-15,28.5
14-13-25,119.055555556
14-13-35,25.75
14-13-45,27.8137254902
14-13-55,25.75
14-14-05,26.3333333333
14-14-15,30.3266666667
14-14-25,119.359649123
14-14-35,26.5
14-14-45,28.5
14-14-55,28.5
14-15-05,28.5
14-15-15,28.25
14-15-25,26.5
14-15-35,28.0
14-15-45,26.75
14-15-55,26.75
14-16-05,28.0
14-16-15,26.8333333333
14-16-25,27.5
14-16-35,26.5
14-16-45,25.5
14-16-55,25.5
14-17-05,25.75
14-17-15,28.0
14-17-25,28.5
14-17-35,28.5
14-17-45,27.25
14-17-55,28.75
14-18-05,27.5
14-18-15,26.3333333333
14-18-25,24.5
14-18-35,26.9285714286
14-18-45,24.5
14-18-55,25.5
14-19-05,26.5
14-19-15,26.5
14-19-25,26.5
14-19-35,26.75
14-19-45,27.6666666667
14-19-55,25.5
14-20-05,27.4166666667
14-20-15,26.5
14-20-25,26.5
14-20-35,27.5
14-20-45,26.5
14-20-55,26.6136363636
14-21-05,28.5
14-21-15,26.5
14-21-25,26.5
14-21-35,28.5
14-21-45,25.5
14-21-55,89.262295082
14-22-05,27.5
14-22-15,25.5
14-22-25,26.5
14-22-35,26.5
14-22-45,27.5
14-22-55,30.5
14-23-05,27.5
14-23-15,26.5
14-23-25,25.5
14-23-35,27.5
14-23-45,30.5
14-23-55,24.5
14-24-05,27.5
14-24-15,27.5
14-24-25,33.4212598425
14-24-35,27.5
14-24-45,28.0
14-24-55,157.102941176
14-25-05,26.5
14-25-15,28.5
14-25-25,26.5
14-25-35,25.5
14-25-45,27.0
14-25-55,27.5
14-26-05,26.8238095238
14-26-15,27.0
14-26-25,26.5
14-26-35,26.5
14-26-45,27.5
14-26-55,28.5
14-27-05,29.7777777778
14-27-15,27.5
14-27-25,26.75
14-27-35,26.5
14-27-45,27.0
14-27-55,26.5
14-28-05,27.0
14-28-15,174.25
14-28-25,83.0
14-28-35,149.3125
14-28-45,26.75
14-28-55,27.25
14-29-05,103.625
14-29-15,145.4
14-29-25,159.125
14-29-35,85.5833333333
14-29-45,160.0
14-29-55,70.6071428571
14-30-05,25.5
14-30-15,268.909090909
14-30-25,27.5
14-30-35,26.5
14-30-45,27.75
14-30-55,29.0
14-31-05,357.375
14-31-15,88.5
14-31-25,138.75
14-31-35,148.25
14-31-45,85.75
14-31-55,113.722222222
14-32-05,28.25
14-32-15,88.0
14-32-25,94.25
14-32-35,256.625
14-32-45,48.9939759036
14-32-55,27.0
14-33-05,25.75
14-33-15,28.25
14-33-25,27.25
14-33-35,25.75
14-33-45,161.357142857
14-33-55,27.0
14-34-05,26.5
14-34-15,26.5
14-34-25,28.5
14-34-35,28.0
14-34-45,163.861111111
14-34-55,27.75
14-35-05,27.0
14-35-15,24.75
14-35-25,26.75
14-35-35,28.0
14-35-45,27.0
14-35-55,27.5
14-36-05,109.125
14-36-15,90.375
14-36-25,147.4
14-36-35,28.3333333333
14-36-45,107.0
14-36-55,184.285714286
14-37-05,28.25
14-37-15,25.75
14-37-25,26.25
14-37-35,26.25
14-37-45,29.375
14-37-55,27.25
14-38-05,101.625
14-38-15,147.15
14-38-25,26.75
14-38-35,25.75
14-38-45,25.75
14-38-55,106.625
14-39-05,150.194444444
14-39-15,27.75
14-39-25,25.5
14-39-35,27.0
14-39-45,26.5
14-39-55,26.75
14-40-05,28.25
14-40-15,29.0
14-40-25,29.0
14-40-35,26.0
14-40-45,28.25
14-40-55,27.0
14-41-05,25.5
14-41-15,26.0
14-41-25,27.75
14-41-35,27.25
14-41-45,26.5
14-41-55,112.875
14-42-05,100.875
14-42-15,109.25
14-42-25,104.5
14-42-35,125.0
14-42-45,27.5
14-42-55,106.625
14-43-05,104.25
14-43-15,57.9
14-43-25,142.666666667
14-43-35,27.0
14-43-45,259.0
14-43-55,70.1470588235
14-44-05,296.666666667
14-44-15,54.8686868687
14-44-25,27.5
14-44-35,27.5
14-44-45,26.5
14-44-55,26.5
14-45-05,26.5666666667
14-45-15,26.0
14-45-25,28.9285714286
14-45-35,27.5
14-45-45,221.3
14-45-55,26.75
14-46-05,27.25
14-46-15,133.833333333
14-46-25,26.75
14-46-35,113.571428571
14-46-45,26.25
14-46-55,105.125
14-47-05,28.0
14-47-15,182.7
14-47-25,174.666666667
14-47-35,117.166666667
14-47-45,127.75
14-47-55,98.0
14-48-05,202.333333333
14-48-15,152.3
14-48-25,76.05
14-48-35,114.833333333
14-48-45,106.416666667
14-48-55,99.4285714286
14-49-05,94.2857142857
14-49-15,107.833333333
14-49-25,102.142857143
14-49-35,63.3214285714
14-49-45,124.2
14-49-55,94.5714285714
14-50-05,125.9
14-50-15,113.333333333
14-50-25,110.166666667
14-50-35,74.55
14-50-45,96.7857142857
14-50-55,122.7
14-51-05,113.75
14-51-15,91.1875
14-51-25,110.5
14-51-35,88.75
14-51-45,105.25
14-51-55,105.25
14-52-05,89.75
14-52-15,113.166666667
14-52-25,101.785714286
14-52-35,90.6875
14-52-45,109.333333333
14-52-55,84.5625
14-53-05,103.5
14-53-15,92.125
14-53-25,112.333333333
14-53-35,98.5714285714
14-53-45,81.1666666667
14-53-55,107.666666667
14-54-05,110.166666667
14-54-15,96.1428571429
14-54-25,103.357142857
14-54-35,94.9285714286
14-54-45,96.5
14-54-55,52.0526315789
14-55-05,97.2142857143
14-55-15,99.0
14-55-25,98.2142857143
14-55-35,95.1428571429
14-55-45,97.0714285714
14-55-55,98.2142857143
14-56-05,98.8571428571
14-56-15,97.5
14-56-25,99.2857142857
14-56-35,95.7142857143
14-56-45,100.357142857
14-56-55,88.875
14-57-05,87.1875
14-57-15,88.9375
14-57-25,91.375
14-57-35,91.75
14-57-45,87.6875
14-57-55,88.1875
14-58-05,86.875
14-58-15,84.875
14-58-25,90.6875
14-58-35,92.0
14-58-45,93.0625
14-58-55,84.5625
14-59-05,86.4375
14-59-15,88.5625
14-59-25,91.125
14-59-35,92.5
14-59-45,89.875
14-59-55,87.3125
15-00-05,87.5625
15-00-15,88.0
15-00-25,88.125
15-00-35,86.6875
15-00-45,88.625
15-00-55,87.375
15-01-05,88.25
15-01-15,84.1875
15-01-25,85.375
15-01-35,82.9375
15-01-45,89.1875
15-01-55,88.5
15-02-05,91.9375
15-02-15,88.0625
15-02-25,82.4375
15-02-35,85.8125
15-02-45,86.3125
15-02-55,89.0625
15-03-05,89.5625
15-03-15,84.3125
15-03-25,87.25
15-03-35,85.5625
15-03-45,90.625
15-03-55,88.375
15-04-05,87.125
15-04-15,86.375
15-04-25,89.0625
15-04-35,84.6875
15-04-45,94.375
15-04-55,88.3125
15-05-05,87.6875
15-05-15,88.9375
15-05-25,83.25
15-05-35,90.875
15-05-45,83.0
15-05-55,88.5
15-06-05,92.6875
15-06-15,91.0625
15-06-25,87.25
15-06-35,83.875
15-06-45,80.9375
15-06-55,85.9375
15-07-05,88.375
15-07-15,88.6875
15-07-25,90.6875
15-07-35,90.875
15-07-45,89.1875
15-07-55,85.625
15-08-05,86.125
15-08-15,88.3125
15-08-25,86.125
15-08-35,90.625
15-08-45,85.25
15-08-55,86.8125
15-09-05,86.9375
15-09-15,88.3125
15-09-25,88.875
15-09-35,87.75
15-09-45,89.75
15-09-55,88.1875
15-10-05,88.0
15-10-15,87.75
15-10-25,87.5625
15-10-35,89.375
15-10-45,86.3125
15-10-55,85.8125
15-11-05,84.0
15-11-15,58.7857142857
15-11-25,61.5714285714
15-11-35,62.2142857143
15-11-45,59.2857142857
15-11-55,56.6428571429
15-12-05,55.0714285714
15-12-15,56.6428571429
15-12-25,61.1428571429
15-12-35,60.7142857143
15-12-45,62.1428571429
15-12-55,61.3571428571
15-13-05,62.7857142857
15-13-15,61.7857142857
15-13-25,60.2142857143
15-13-35,58.4285714286
15-13-45,58.2857142857
15-13-55,59.9285714286
15-14-05,63.2142857143
15-14-15,58.2142857143
15-14-25,57.3571428571
15-14-35,61.9285714286
15-14-45,58.5
15-14-55,57.7857142857
15-15-05,59.7857142857
15-15-15,60.3571428571
15-15-25,60.4285714286
15-15-35,59.0
15-15-45,58.0
15-15-55,59.2857142857
15-16-05,61.1428571429
15-16-15,59.2857142857
15-16-25,58.5714285714
15-16-35,59.7142857143
15-16-45,60.9285714286
15-16-55,58.6428571429
15-17-05,59.7857142857
15-17-15,57.0714285714
15-17-25,59.5714285714
15-17-35,59.0
15-17-45,58.4285714286
15-17-55,54.5
15-18-05,60.5
15-18-15,59.0714285714
15-18-25,58.5
15-18-35,61.8571428571
15-18-45,58.7857142857
15-18-55,61.2142857143
15-19-05,59.3571428571
15-19-15,66.2857142857
15-19-25,59.5714285714
15-19-35,59.7857142857
15-19-45,60.5714285714
15-19-55,57.0
15-20-05,56.1428571429
15-20-15,55.5714285714
15-20-25,61.6428571429
15-20-35,56.0714285714
15-20-45,58.8571428571
15-20-55,57.3571428571
15-21-05,58.1428571429
15-21-15,59.5
15-21-25,59.2142857143
15-21-35,57.5714285714
15-21-45,57.1428571429
15-21-55,59.4285714286
15-22-05,59.5
15-22-15,60.5
15-22-25,58.8571428571
15-22-35,60.6428571429
15-22-45,57.6428571429
15-22-55,59.5714285714
15-23-05,59.0714285714
15-23-15,59.7142857143
15-23-25,60.2857142857
15-23-35,61.4285714286
15-23-45,59.0
15-23-55,59.9285714286
15-24-05,60.2142857143
15-24-15,59.0714285714
15-24-25,64.0
15-24-35,58.3571428571
15-24-45,59.2142857143
15-24-55,58.8571428571
15-25-05,57.5714285714
15-25-15,59.8571428571
15-25-25,58.7857142857
15-25-35,59.2142857143
15-25-45,59.0
15-25-55,60.0714285714
15-26-05,60.4285714286
15-26-15,59.7857142857
15-26-25,59.1428571429
15-26-35,60.7857142857
15-26-45,58.1428571429
15-26-55,58.0
15-27-05,56.9285714286
15-27-15,57.8571428571
15-27-25,59.3571428571
15-27-35,60.1428571429
15-27-45,54.8571428571
15-27-55,54.4285714286
15-28-05,57.0
15-28-15,58.7142857143
15-28-25,57.9285714286
15-28-35,58.7142857143
15-28-45,58.3571428571
15-28-55,57.9285714286
15-29-05,59.6428571429
15-29-15,58.9285714286
15-29-25,58.8571428571
15-29-35,57.7142857143
15-29-45,62.0
15-29-55,56.6428571429
15-30-05,57.6428571429
15-30-15,58.5714285714
15-30-25,57.7142857143
15-30-35,57.2857142857
15-30-45,58.5714285714
15-30-55,59.2857142857
15-31-05,58.5
15-31-15,61.7857142857
15-31-25,62.0714285714
15-31-35,59.2142857143
15-31-45,55.9285714286
15-31-55,59.5
15-32-05,59.2142857143
15-32-15,57.5
15-32-25,60.0714285714
15-32-35,60.0714285714
15-32-45,59.4285714286
15-32-55,61.1428571429
15-33-05,57.6428571429
15-33-15,56.3571428571
15-33-25,58.4285714286
15-33-35,60.3571428571
15-33-45,56.0
15-33-55,55.7857142857
15-34-05,58.7857142857
15-34-15,59.9285714286
15-34-25,57.0
15-34-35,61.2857142857
15-34-45,57.5714285714
15-34-55,55.0714285714
15-35-05,57.1428571429
15-35-15,55.5714285714
15-35-25,61.3571428571
15-35-35,58.7857142857
15-35-45,57.7857142857
15-35-55,57.7857142857
15-36-05,55.7857142857
15-36-15,57.0
15-36-25,56.2142857143
15-36-35,55.5714285714
15-36-45,62.7857142857
15-36-55,57.2142857143
15-37-05,61.0
15-37-15,62.5714285714
15-37-25,58.9285714286
15-37-35,58.0714285714
15-37-45,59.4285714286
15-37-55,60.2857142857
15-38-05,58.9285714286
15-38-15,59.8571428571
15-38-25,56.7142857143
15-38-35,63.6428571429
15-38-45,62.2857142857
15-38-55,56.7857142857
15-39-05,57.5
15-39-15,62.5714285714
15-39-25,59.7142857143
15-39-35,57.6428571429
15-39-45,62.4285714286
15-39-55,56.0714285714
15-40-05,58.1428571429
15-40-15,59.6428571429
15-40-25,60.7142857143
15-40-35,57.1428571429
15-40-45,61.0714285714
15-40-55,57.9285714286
15-41-05,58.2142857143
15-41-15,59.3571428571
15-41-25,56.9285714286
15-41-35,61.3571428571
15-41-45,58.7857142857
15-41-55,58.5714285714
15-42-05,56.7857142857
15-42-15,60.6428571429
15-42-25,63.5
15-42-35,60.4285714286
15-42-45,56.7857142857
15-42-55,55.2857142857
15-43-05,59.5714285714
15-43-15,57.7857142857
15-43-25,62.1428571429
15-43-35,61.5
15-43-45,60.1428571429
15-43-55,56.7142857143
15-44-05,60.4285714286
15-44-15,60.7142857143
15-44-25,61.0
15-44-35,60.3571428571
15-44-45,60.4285714286
15-44-55,58.5714285714
15-45-05,60.2142857143
15-45-15,60.0
15-45-25,57.9285714286
15-45-35,59.3571428571
15-45-45,57.4285714286
15-45-55,61.1428571429
15-46-05,59.4285714286
15-46-15,61.5
15-46-25,57.0
15-46-35,57.9285714286
15-46-45,57.1428571429
15-46-55,57.3571428571
15-47-05,55.3571428571
15-47-15,57.2857142857
15-47-25,57.0714285714
15-47-35,58.7142857143
15-47-45,61.6428571429
15-47-55,58.7142857143
15-48-05,56.0714285714
15-48-15,58.8571428571
15-48-25,62.4285714286
15-48-35,58.0714285714
15-48-45,60.2142857143
15-48-55,64.5
15-49-05,57.7857142857
15-49-15,54.5714285714
15-49-25,56.5714285714
15-49-35,57.1428571429
15-49-45,55.1428571429
15-49-55,59.0714285714
15-50-05,57.5
15-50-15,55.8571428571
15-50-25,59.2857142857
15-50-35,55.3571428571
15-50-45,63.0
15-50-55,58.2857142857
15-51-05,57.6428571429
15-51-15,60.1428571429
15-51-25,59.2857142857
15-51-35,59.0714285714
15-51-45,60.2142857143
15-51-55,60.2857142857
15-52-05,56.7857142857
15-52-15,59.2142857143
15-52-25,59.7142857143
15-52-35,59.1428571429
15-52-45,58.0
15-52-55,59.2142857143
15-53-05,57.2142857143
15-53-15,57.6428571429
15-53-25,58.3571428571
15-53-35,58.9285714286
15-53-45,60.7857142857
15-53-55,58.5714285714
15-54-05,59.2142857143
15-54-15,60.1428571429
15-54-25,59.7857142857
15-54-35,56.5714285714
15-54-45,59.4285714286
15-54-55,60.7142857143
15-55-05,55.7857142857
15-55-15,59.7857142857
15-55-25,58.4285714286
15-55-35,56.3571428571
15-55-45,56.4285714286
15-55-55,57.6428571429
15-56-05,59.1428571429
15-56-15,62.7857142857
15-56-25,55.7142857143
15-56-35,56.5714285714
15-56-45,59.0
15-56-55,56.6428571429
15-57-05,57.5
15-57-15,59.7142857143
15-57-25,61.9285714286
15-57-35,59.2142857143
15-57-45,57.6428571429
15-57-55,55.2857142857
15-58-05,57.8571428571
15-58-15,57.4285714286
15-58-25,59.0714285714
15-58-35,56.7857142857
15-58-45,58.0714285714
15-58-55,59.4285714286
15-59-05,59.2142857143
15-59-15,61.2857142857
15-59-25,57.7857142857
15-59-35,56.0
15-59-45,61.7857142857
15-59-55,57.9285714286
16-00-05,58.5714285714
16-00-15,61.7857142857
16-00-25,58.3571428571
16-00-35,56.9285714286
16-00-45,61.6428571429
16-00-55,59.1428571429
16-01-05,55.8571428571
16-01-15,60.5
16-01-25,60.2142857143
