date,Uriah,Veylan,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,0,67,0,63,67,58,65,61,64,48,43
09-01-05,0,67,0,63,66,57,65,61,65,41,59
09-02-05,0,67,0,63,66,55,65,61,65,0,61
09-03-05,0,67,0,64,66,55,65,61,64,0,60
09-04-05,0,67,0,63,66,56,65,61,65,0,60
09-05-05,0,66,0,63,66,56,64,61,64,0,59
09-06-05,0,64,0,63,65,57,65,61,65,0,60
09-07-05,0,65,0,63,66,56,65,61,65,0,60
09-08-05,0,65,0,63,66,56,64,61,65,0,60
09-09-05,0,64,0,63,66,56,65,61,65,0,61
09-10-05,0,64,0,63,66,56,65,61,65,43,61
09-11-05,0,65,0,63,65,57,65,61,66,60,61
09-12-05,0,65,0,63,65,57,65,61,66,60,59
09-13-05,0,39,0,62,64,58,65,60,65,60,59
09-14-05,0,36,0,67,65,57,65,60,43,60,60
09-15-05,0,36,0,67,62,55,45,60,44,58,59
09-16-05,0,46,0,40,40,47,56,42,59,46,39
09-17-05,0,58,0,55,45,54,65,58,54,44,40
09-18-05,0,58,0,50,49,49,63,58,60,63,32
09-19-05,0,58,0,51,48,47,63,59,61,63,38
09-20-05,0,58,0,52,49,52,64,59,61,63,32
09-21-05,0,58,0,52,49,52,63,59,61,63,32
09-22-05,0,58,0,53,49,52,63,36,60,62,0
09-23-05,0,52,0,55,47,43,63,0,62,63,33
09-24-05,0,51,0,54,45,45,63,0,62,63,0
09-25-05,0,49,0,52,44,42,63,0,60,63,0
09-26-05,0,48,0,51,43,46,63,0,61,63,34
09-27-05,0,51,0,51,43,44,63,0,60,63,32
09-28-05,0,51,0,51,44,41,63,0,60,63,0
09-29-05,0,51,0,51,43,44,63,0,61,63,0
09-30-05,0,51,0,51,43,43,63,0,60,63,32
09-31-05,0,51,0,34,44,45,63,0,60,63,0
09-32-05,0,52,0,0,42,37,62,0,50,63,32
09-33-05,0,52,0,0,42,37,63,0,33,63,33
09-34-05,0,52,0,0,42,37,62,0,0,63,0
09-35-05,0,52,0,0,42,37,63,0,33,63,0
09-36-05,0,51,0,0,45,39,62,0,32,63,36
09-37-05,0,54,0,0,45,47,37,0,32,63,35
09-38-05,0,54,0,0,45,48,38,0,0,63,33
09-39-05,0,54,0,0,45,47,33,0,0,63,32
09-40-05,0,55,0,0,46,50,32,0,0,63,33
09-41-05,0,55,0,33,48,42,34,0,0,64,34
09-42-05,0,55,0,0,48,47,35,0,34,64,0
09-43-05,0,59,0,0,0,45,32,0,37,63,35
09-44-05,0,58,0,0,0,44,32,0,32,63,0
09-45-05,0,58,0,0,0,46,33,0,32,63,35
09-46-05,0,58,0,0,0,40,0,0,32,65,35
09-47-05,0,58,0,0,0,39,39,0,0,36,37
09-48-05,0,34,0,0,0,32,33,0,39,35,0
09-49-05,0,32,0,0,0,32,33,0,36,33,33
09-50-05,0,0,0,0,0,0,33,0,0,32,33
09-51-05,0,0,0,0,0,0,0,0,37,36,0
09-52-05,0,0,0,0,0,0,39,0,36,33,0
09-53-05,0,0,0,0,0,32,37,0,35,45,0
09-54-05,0,0,0,0,0,0,40,0,34,0,0
09-55-05,0,32,0,0,0,32,48,0,0,32,0
09-56-05,0,0,0,0,0,0,37,0,35,0,0
09-57-05,0,0,0,0,0,32,0,0,0,0,32
09-58-05,0,0,0,0,0,0,0,0,0,0,32
09-59-05,0,0,0,0,0,0,32,0,34,33,0
10-00-05,0,0,0,0,0,35,33,0,34,0,0
10-01-05,0,0,0,0,0,32,33,0,0,0,34
10-02-05,0,0,0,0,0,32,33,0,0,0,0
10-03-05,0,0,0,0,32,32,33,0,32,0,0
10-04-05,0,0,0,0,0,0,34,0,34,0,0
10-05-05,0,0,0,0,32,0,0,0,0,0,0
10-06-05,0,0,0,0,0,0,0,0,32,0,0
10-07-05,0,0,0,0,0,0,33,0,32,0,0
10-08-05,0,0,0,0,0,0,36,0,0,0,0
10-09-05,0,0,0,0,0,0,34,0,32,0,0
10-10-05,0,0,0,0,0,0,36,0,32,32,0
10-11-15,0,0,0,0,0,0,32,0,0,0,0
10-12-05,0,0,0,0,0,0,33,0,0,0,0
10-13-05,0,0,0,0,0,0,36,0,36,0,0
10-14-05,0,0,0,0,0,32,33,0,34,0,0
10-15-05,0,0,0,0,0,32,39,0,36,0,0
10-16-05,0,0,0,0,0,0,35,0,34,0,0
10-17-05,0,0,0,0,0,0,34,0,36,0,0
10-18-05,0,32,0,0,0,0,0,0,35,0,0
10-19-05,0,0,0,0,35,39,32,0,39,0,0
10-20-05,0,0,0,0,0,0,0,0,32,0,0
10-21-05,0,0,0,0,0,35,0,0,0,0,0
10-22-05,0,32,0,0,0,33,0,0,32,0,0
10-23-05,0,0,0,0,0,0,32,0,33,0,0
10-24-05,0,0,0,0,33,0,0,0,0,0,0
10-25-05,0,0,0,0,33,33,0,0,34,0,0
10-26-05,0,0,0,0,0,0,0,0,36,0,0
10-27-05,0,0,0,0,0,34,0,0,36,0,0
10-28-05,0,0,0,0,0,32,37,0,0,0,40
10-29-05,0,0,0,0,0,33,37,0,38,0,0
10-30-05,0,0,0,0,0,33,32,0,0,0,0
10-31-05,0,0,0,0,0,32,0,0,0,0,0
10-32-05,0,0,0,0,0,32,37,0,0,0,0
10-33-05,0,0,0,0,0,0,34,0,0,0,0
10-34-05,0,0,0,0,0,0,34,0,0,0,0
10-35-05,0,0,0,0,0,0,35,0,0,0,0
10-36-05,0,0,0,0,0,0,32,0,0,0,0
10-37-05,0,0,0,0,0,0,33,0,0,0,0
10-38-05,0,0,0,0,0,0,33,0,0,0,0
10-39-05,0,0,0,0,0,34,33,0,0,0,0
10-40-05,0,0,0,0,0,0,32,0,0,0,0
10-41-05,0,0,0,0,0,32,0,0,0,0,0
10-42-05,0,0,0,0,0,0,33,0,0,0,0
10-43-05,0,0,0,0,0,0,32,0,0,0,0
10-44-05,0,0,0,0,0,32,34,0,0,0,0
10-45-05,0,0,0,0,0,0,35,0,0,0,0
10-46-05,0,33,0,0,0,32,37,0,0,0,0
10-47-05,0,0,0,0,0,0,33,0,0,0,0
10-48-05,0,0,0,0,32,0,38,0,0,0,0
10-49-15,0,0,0,0,0,0,32,0,0,0,0
10-50-05,0,32,0,0,0,0,32,0,0,0,34
10-51-05,0,0,0,0,0,0,32,0,0,0,0
10-52-05,0,0,0,0,0,0,32,0,0,0,0
10-53-05,0,32,0,0,0,0,35,0,0,0,32
10-54-05,0,0,0,0,0,0,33,0,0,0,0
10-55-05,0,0,0,0,0,0,37,0,0,0,0
10-56-05,0,0,0,0,0,33,32,0,0,0,0
10-57-05,0,32,0,0,0,0,0,0,0,0,0
10-58-05,0,32,0,0,32,32,0,0,0,0,0
10-59-05,0,0,0,0,0,34,0,0,0,0,0
11-00-05,0,0,0,0,32,32,33,0,0,0,0
11-01-05,0,0,0,0,0,32,32,0,0,0,0
11-02-15,0,0,0,0,0,0,37,0,0,0,0
11-03-05,0,0,0,0,32,32,0,0,0,0,0
11-04-05,0,0,0,0,33,0,32,0,0,0,32
11-05-05,0,0,0,0,0,0,0,0,0,0,33
11-06-15,0,0,0,0,0,32,0,0,0,0,0
11-07-15,0,0,0,0,0,32,0,0,0,0,0
11-08-05,0,0,0,0,0,35,0,0,0,0,0
11-09-15,0,0,0,0,0,34,0,0,0,0,0
11-10-05,0,0,0,0,0,0,33,0,0,0,0
11-11-05,0,34,0,0,32,0,34,0,0,32,0
11-12-15,0,0,0,0,32,33,0,0,0,0,0
11-13-05,0,33,0,0,0,32,0,0,0,0,0
11-14-05,0,0,0,0,0,34,0,0,0,0,0
11-15-05,0,0,0,0,0,32,0,0,0,0,0
11-16-05,0,32,0,0,0,32,0,0,0,0,0
11-17-05,0,33,0,0,32,33,0,0,0,0,0
11-18-05,0,33,0,0,33,32,0,0,0,0,32
11-19-05,0,32,0,0,32,33,0,0,0,0,0
11-20-05,0,33,0,0,0,34,0,0,0,0,0
11-21-05,0,32,0,0,0,33,0,0,0,0,0
11-22-05,0,0,0,0,0,32,34,0,0,0,0
11-23-05,0,0,0,0,32,38,0,0,0,0,0
11-24-05,0,0,0,0,0,33,32,0,0,0,0
11-25-05,0,0,0,0,0,32,32,0,0,0,0
11-26-05,0,32,0,0,0,33,0,0,0,32,0
11-27-05,0,32,0,0,0,35,0,0,0,33,0
11-28-05,0,0,0,0,32,0,0,0,0,33,0
11-29-05,0,0,0,0,0,0,0,0,0,33,0
11-30-05,0,0,0,0,0,33,36,0,0,33,0
11-31-05,0,0,0,0,0,32,0,0,0,33,0
11-32-05,0,0,0,0,0,33,33,0,0,35,0
11-33-05,0,32,0,0,0,0,0,0,0,36,32
11-34-05,0,32,0,0,0,0,0,0,0,33,0
11-35-05,0,33,0,0,0,32,0,0,0,34,0
11-36-05,0,33,0,0,0,32,32,0,0,34,32
11-37-05,0,32,0,0,0,32,33,0,0,34,0
11-38-05,0,32,0,0,0,32,35,0,0,34,0
11-39-05,0,32,0,0,0,32,32,0,0,0,0
11-40-05,0,32,0,0,0,0,0,0,0,0,32
11-41-05,0,0,0,0,32,32,0,0,0,0,0
11-42-05,0,0,0,0,0,0,32,0,0,0,0
11-43-25,0,0,0,0,0,0,0,0,0,0,32
11-44-15,0,0,0,0,0,0,0,0,0,0,32
11-45-55,0,0,0,0,0,0,0,0,0,0,33
11-46-05,0,0,0,0,0,0,0,0,0,0,32
11-47-05,0,0,0,0,0,0,0,0,0,0,32
11-48-05,0,0,0,0,0,0,0,0,0,0,35
11-49-15,0,0,0,0,0,0,0,0,0,0,32
11-50-05,0,0,0,0,32,32,0,0,0,0,32
11-51-05,0,0,0,0,33,32,0,0,0,0,0
11-52-05,0,0,0,0,0,32,0,0,0,0,0
11-53-05,0,0,0,0,32,32,0,0,0,0,0
11-54-45,0,32,0,0,0,0,33,0,0,0,0
11-55-05,0,0,0,0,32,0,0,0,0,0,0
11-56-05,0,33,0,0,33,0,0,0,0,0,0
11-57-15,0,0,0,0,32,0,32,0,0,0,0
11-58-05,0,0,0,0,0,0,0,0,0,0,33
11-59-05,0,0,0,0,0,0,33,0,0,0,0
12-00-05,0,0,0,0,0,0,0,0,0,0,33
12-01-05,0,0,0,0,0,32,0,0,0,0,0
12-02-05,0,0,0,0,0,0,0,0,0,0,32
12-03-05,0,32,0,0,0,0,0,0,0,0,33
12-06-35,0,0,0,0,0,32,0,0,0,0,0
12-07-55,0,0,0,0,0,0,0,0,0,0,33
12-08-05,0,0,0,0,0,0,0,0,0,0,37
12-09-15,0,0,0,0,0,0,0,0,0,0,34
12-10-05,0,0,0,0,0,0,0,0,0,0,33
12-11-35,0,0,0,0,0,0,34,0,0,0,32
12-12-55,0,0,0,0,0,0,32,0,0,0,0
12-13-05,0,0,0,0,0,0,32,0,0,0,0
12-14-05,0,0,0,0,0,0,32,0,0,0,0
